#separator:tab
#html:true
"<div class=afirmação>No coração a via&nbsp;<span class=""cloze"" data-cloze=""mais&#x20;r&#xE1;pida"" data-ordinal=""1"">[...]</span> comanda <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> No coração a via&nbsp;<span class=""cloze"" data-ordinal=""1"">mais rápida</span> comanda </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""FA&#x20;desencadeada&#x20;por&#x20;&#xC1;lcool"" data-ordinal=""1"">[...]</span>= <span class=""cloze-inactive"" data-ordinal=""2"">Holiday Heart Syndrome</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""1"">FA desencadeada por Álcool</span>= <span class=""cloze-inactive"" data-ordinal=""2"">Holiday Heart Syndrome</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""1"">FA desencadeada por Álcool</span>= <span class=""cloze"" data-cloze=""Holiday&#x20;Heart&#x20;Syndrome"" data-ordinal=""2"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""1"">FA desencadeada por Álcool</span>= <span class=""cloze"" data-ordinal=""2"">Holiday Heart Syndrome</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Na FA, <span class=""cloze"" data-cloze=""o&#x20;risco&#x20;cardioemb&#xF3;lico&#x20;&#x28;CHA&lt;sub&gt;2&lt;&#x2F;sub&gt;DS&lt;sub&gt;2&lt;&#x2F;sub&gt;&#x2D;VASC&#x29;"" data-ordinal=""1"">[...]</span> deve ser sempre avaliado após cardioversão <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Na FA, <span class=""cloze"" data-ordinal=""1"">o risco cardioembólico (CHA<sub>2</sub>DS<sub>2</sub>-VASC)</span> deve ser sempre avaliado após cardioversão </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint3556c44d99d82f48').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint3556c44d99d82f48"" class=hint style=""display: none""><div>Antes da cardioversão: vê ECO - se trombo = 3-4 s warfarin;<br></div><div>Depois: ver o risco. Se alto = warfarin +4 semanas (ou para sempre).</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>CHA2DS2-VASC - Critérios<div><br></div><div><div><span class=""cloze"" data-cloze=""Congest&#xE3;o&lt;br&gt;Hipertens&#xE3;o&lt;br&gt;Age&amp;nbsp&#x3B;&amp;gt&#x3B;&#x20;75&#x20;&#x28;2&#x29;&lt;br&gt;Diabetes&lt;br&gt;Stroke&#x20;&#x2F;&#x20;AIT&#x20;&#x28;2&#x29;&lt;&#x2F;div&gt;&lt;div&gt;Vasculopatia&lt;br&gt;Age&amp;nbsp&#x3B;&amp;gt&#x3B;&#x20;65&lt;br&gt;Sex&amp;nbsp&#x3B;Category&amp;nbsp&#x3B;feminino"" data-ordinal=""1"">[...]</span></div></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> CHA2DS2-VASC - Critérios<div><br></div><div><div><span class=""cloze"" data-ordinal=""1"">Congestão<br>Hipertensão<br>Age&nbsp;&gt; 75 (2)<br>Diabetes<br>Stroke / AIT (2)</div><div>Vasculopatia<br>Age&nbsp;&gt; 65<br>Sex&nbsp;Category&nbsp;feminino</span></div></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Sinais de <span class=""cloze-inactive"" data-ordinal=""2"">aumento do AE</span> no ECG:<div><br /></div><div><span class=""cloze"" data-cloze=""Onda&#x20;P&#x20;larga&#x20;e&#x20;bifida&#x20;em&#x20;D2&lt;br&#x20;&#x2F;&gt;&#xCD;ndice&#x20;de&#x20;Morris&#x20;&#x2D;&#x20;em&#x20;V1"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Sinais de <span class=""cloze-inactive"" data-ordinal=""2"">aumento do AE</span> no ECG:<div><br /></div><div><span class=""cloze"" data-ordinal=""1"">Onda P larga e bifida em D2<br />Índice de Morris - em V1</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint8a0e404191ba36ab').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint8a0e404191ba36ab"" class=hint style=""display: none""><div>Índice de Morris = Aumento da área negativa da onda P (fica com área &gt;1 quadradinho);</div><div>Onda P <u>larga e bifida</u> = ""P mitrale"".</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Sinais de <span class=""cloze"" data-cloze=""aumento&#x20;do&#x20;AE"" data-ordinal=""2"">[...]</span> no ECG:<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda P larga e bifida em D2<br />Índice de Morris - em V1</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Sinais de <span class=""cloze"" data-ordinal=""2"">aumento do AE</span> no ECG:<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda P larga e bifida em D2<br />Índice de Morris - em V1</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint8a0e404191ba36ab').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint8a0e404191ba36ab"" class=hint style=""display: none""><div>Índice de Morris = Aumento da área negativa da onda P (fica com área &gt;1 quadradinho);</div><div>Onda P <u>larga e bifida</u> = ""P mitrale"".</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""Sobrecarga&#x20;de&#x20;VE"" data-ordinal=""1"">[...]</span> no ECG:<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""2"">V5/V6<br />Inversão Assimétrica da Onda T<br />↑ QRS exageradamente alto</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""1"">Sobrecarga de VE</span> no ECG:<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""2"">V5/V6<br />Inversão Assimétrica da Onda T<br />↑ QRS exageradamente alto</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintb3c3dd041ce8afd7').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintb3c3dd041ce8afd7"" class=hint style=""display: none""><div>Esse é o Padrão Strain (Sobrecarga de VE);<br></div><div><div>Assimétrico = Onda T sobe rápida e desce devagar.</div></div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""1"">Sobrecarga de VE</span> no ECG:<div><br /></div><div><span class=""cloze"" data-cloze=""V5&#x2F;V6&lt;br&#x20;&#x2F;&gt;Invers&#xE3;o&#x20;Assim&#xE9;trica&#x20;da&#x20;Onda&#x20;T&lt;br&#x20;&#x2F;&gt;↑&#x20;QRS&#x20;exageradamente&#x20;alto"" data-ordinal=""2"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""1"">Sobrecarga de VE</span> no ECG:<div><br /></div><div><span class=""cloze"" data-ordinal=""2"">V5/V6<br />Inversão Assimétrica da Onda T<br />↑ QRS exageradamente alto</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintb3c3dd041ce8afd7').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintb3c3dd041ce8afd7"" class=hint style=""display: none""><div>Esse é o Padrão Strain (Sobrecarga de VE);<br></div><div><div>Assimétrico = Onda T sobe rápida e desce devagar.</div></div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Primeiro sinal ECG da isquemia =&nbsp;<span class=""cloze"" data-cloze=""Altera&#xE7;&#xF5;es&#x20;na&#x20;repolariza&#xE7;&#xE3;o&#x20;ventricular&#x20;&#x28;Onda&#x20;T&#x20;invertida&#x2F;pontiaguda&#x20;sim&#xE9;trica&#x29;"" data-ordinal=""1"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Primeiro sinal ECG da isquemia =&nbsp;<span class=""cloze"" data-ordinal=""1"">Alterações na repolarização ventricular (Onda T invertida/pontiaguda simétrica)</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Indício no ECG de infarto prévio&nbsp;<span class=""cloze"" data-cloze=""Onda&#x20;Q&#x20;patol&#xF3;gica"" data-ordinal=""1"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Indício no ECG de infarto prévio&nbsp;<span class=""cloze"" data-ordinal=""1"">Onda Q patológica</span> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintf3c614e53398a0c1').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintf3c614e53398a0c1"" class=hint style=""display: none"">Complexo QRS sem onda R.</div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMSST&nbsp;- Como é o ECG?<div><br /></div><div><span class=""cloze"" data-cloze=""Invers&#xE3;o&#x20;sim&#xE9;trica&#x20;da&#x20;Onda&#x20;T&lt;br&#x20;&#x2F;&gt;Onda&#x20;T&#x20;apiculada&lt;br&#x20;&#x2F;&gt;Infra&#x2D;ST&#x20;&amp;gt&#x3B;&#x20;0&#x2C;5mm"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMSST&nbsp;- Como é o ECG?<div><br /></div><div><span class=""cloze"" data-ordinal=""1"">Inversão simétrica da Onda T<br />Onda T apiculada<br />Infra-ST &gt; 0,5mm</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Pericadite - Como é o ECG?<div><br /></div><div><span class=""cloze"" data-cloze=""Supra&#x2D;ST&#x20;&quot;difuso&quot;&lt;br&#x20;&#x2F;&gt;Infra&#x20;PR"" data-ordinal=""2"">[2]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Pericadite - Como é o ECG?<div><br /></div><div><span class=""cloze"" data-ordinal=""2"">Supra-ST ""difuso""<br />Infra PR</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST - Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações <span class=""cloze-inactive"" data-ordinal=""2"">D1, aVL</span> = <span class=""cloze"" data-cloze=""Parede&#x20;Lateral&#x20;Alta"" data-ordinal=""1"">[Localização]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST - Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações <span class=""cloze-inactive"" data-ordinal=""2"">D1, aVL</span> = <span class=""cloze"" data-ordinal=""1"">Parede Lateral Alta</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintae502b7c724fcd22').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintae502b7c724fcd22"" class=hint style=""display: none""><div>avL (Lateral).</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST - Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações <span class=""cloze"" data-cloze=""D1&#x2C;&#x20;aVL"" data-ordinal=""2"">[...]</span> = <span class=""cloze-inactive"" data-ordinal=""1"">Parede Lateral Alta</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST - Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações <span class=""cloze"" data-ordinal=""2"">D1, aVL</span> = <span class=""cloze-inactive"" data-ordinal=""1"">Parede Lateral Alta</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintae502b7c724fcd22').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintae502b7c724fcd22"" class=hint style=""display: none""><div>avL (Lateral).</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST -&nbsp;

Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">D2, D3, aVF</span>&nbsp;=&nbsp;<span class=""cloze"" data-cloze=""Parede&#x20;Inferior"" data-ordinal=""1"">[Localização]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST -&nbsp;

Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações&nbsp;<span class=""cloze-inactive"" data-ordinal=""2"">D2, D3, aVF</span>&nbsp;=&nbsp;<span class=""cloze"" data-ordinal=""1"">Parede Inferior</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST -&nbsp;

Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações&nbsp;<span class=""cloze"" data-cloze=""D2&#x2C;&#x20;D3&#x2C;&#x20;aVF"" data-ordinal=""2"">[...]</span>&nbsp;=&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Parede Inferior</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST -&nbsp;

Correspondência anatômica e eletrocardiográfica<div><br></div><div>Derivações&nbsp;<span class=""cloze"" data-ordinal=""2"">D2, D3, aVF</span>&nbsp;=&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Parede Inferior</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST - Suspeita de IAM de <span class=""cloze-inactive"" data-ordinal=""2"">parede dorsal</span> no ECG é:<div><br></div><div><span class=""cloze"" data-cloze=""Infra&#x2D;ST&#x20;V1&#x2D;V5&#x20;&#x28;espelho&#x29;"" data-ordinal=""1"">[...]</span></div><div><br></div><div>Pedir então a derivação: <span class=""cloze-inactive"" data-ordinal=""2"">V7-V8</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST - Suspeita de IAM de <span class=""cloze-inactive"" data-ordinal=""2"">parede dorsal</span> no ECG é:<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Infra-ST V1-V5 (espelho)</span></div><div><br></div><div>Pedir então a derivação: <span class=""cloze-inactive"" data-ordinal=""2"">V7-V8</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>IAMST - Suspeita de IAM de <span class=""cloze"" data-cloze=""parede&#x20;dorsal"" data-ordinal=""2"">[...]</span> no ECG é:<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Infra-ST V1-V5 (espelho)</span></div><div><br></div><div>Pedir então a derivação: <span class=""cloze"" data-cloze=""V7&#x2D;V8"" data-ordinal=""2"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> IAMST - Suspeita de IAM de <span class=""cloze"" data-ordinal=""2"">parede dorsal</span> no ECG é:<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Infra-ST V1-V5 (espelho)</span></div><div><br></div><div>Pedir então a derivação: <span class=""cloze"" data-ordinal=""2"">V7-V8</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>ECG: V1 à V6 deve ser progressivamente <span class=""cloze"" data-cloze=""negativo&#x20;para&#x20;positivo"" data-ordinal=""1"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> ECG: V1 à V6 deve ser progressivamente <span class=""cloze"" data-ordinal=""1"">negativo para positivo</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><img src=""B59C0168-5DAA-4297-B3D0-C57621F51AF6.jpg""><br><div><br></div><div>O que é esse QRS?&nbsp;<span class=""cloze"" data-cloze=""BRD&#x20;&#x28;R&#x20;R&#x27;&#x20;→&#x20;Orelha&#x20;de&#x20;cachorro&#x29;"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <img src=""B59C0168-5DAA-4297-B3D0-C57621F51AF6.jpg""><br><div><br></div><div>O que é esse QRS?&nbsp;<span class=""cloze"" data-ordinal=""1"">BRD (R R' → Orelha de cachorro)</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>TEP - Achado mais comum no ECG: <span class=""cloze"" data-cloze=""Taquicardia&#x20;sinusal"" data-ordinal=""1"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> TEP - Achado mais comum no ECG: <span class=""cloze"" data-ordinal=""1"">Taquicardia sinusal</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>TEP - Achado mais especifico no ECG: <span class=""cloze"" data-cloze=""S1Q3T3"" data-ordinal=""1"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> TEP - Achado mais especifico no ECG: <span class=""cloze"" data-ordinal=""1"">S1Q3T3</span> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint2987658e9ceb8f8a').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint2987658e9ceb8f8a"" class=hint style=""display: none""><div><b>É quando encontra, ao mesmo tempo:</b><br></div><div><u>Onda S em DI</u>&nbsp;(a negativa após QRS);</div><div><u>Onda Q em DIII(</u>a positiva após QRS);</div><div><u>Onda T invertida em DIII</u><i>.</i></div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>ECG <span class=""cloze-inactive"" data-ordinal=""2"">Sobrecarga Cardíaca Direita</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze"" data-cloze=""Onda&#x20;P&#x20;alta&#x20;e&#x20;pontiaguda&#x20;&#x28;&amp;gt&#x3B;2&#x2C;5mm&#x29;&lt;br&gt;R&#x20;&amp;gt&#x3B;&#x20;S&#x20;em&#x20;V1&lt;br&gt;Desvio&#x20;QRS&#x20;para&#x20;direita&lt;br&gt;BRD"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> ECG <span class=""cloze-inactive"" data-ordinal=""2"">Sobrecarga Cardíaca Direita</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Onda P alta e pontiaguda (&gt;2,5mm)<br>R &gt; S em V1<br>Desvio QRS para direita<br>BRD</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>ECG <span class=""cloze"" data-cloze=""Sobrecarga&#x20;Card&#xED;aca&#x20;Direita"" data-ordinal=""2"">[...]</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda P alta e pontiaguda (&gt;2,5mm)<br>R &gt; S em V1<br>Desvio QRS para direita<br>BRD</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> ECG <span class=""cloze"" data-ordinal=""2"">Sobrecarga Cardíaca Direita</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda P alta e pontiaguda (&gt;2,5mm)<br>R &gt; S em V1<br>Desvio QRS para direita<br>BRD</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Ventricular"" data-ordinal=""2"">[...]</span> - Frequência ventricular&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">400-600 bpm&nbsp;</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""2"">Fibrilação Ventricular</span> - Frequência ventricular&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">400-600 bpm&nbsp;</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Quando <span class=""cloze-inactive"" data-ordinal=""1"">o nó sinusal falha</span>, surge <span class=""cloze"" data-cloze=""um&#x20;ritmo&#x20;de&#x20;escape"" data-ordinal=""2"">[...]</span> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Quando <span class=""cloze-inactive"" data-ordinal=""1"">o nó sinusal falha</span>, surge <span class=""cloze"" data-ordinal=""2"">um ritmo de escape</span> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""Taquicardia&#x20;Supraventricular"" data-ordinal=""2"">[...]</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Taquicardia&nbsp;<br>Onda P ausente<br>RR regular</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""2"">Taquicardia Supraventricular</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Taquicardia&nbsp;<br>Onda P ausente<br>RR regular</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""2"">Taquicardia Supraventricular</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze"" data-cloze=""Taquicardia&amp;nbsp&#x3B;&lt;br&gt;Onda&#x20;P&#x20;ausente&lt;br&gt;RR&#x20;regular"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""2"">Taquicardia Supraventricular</span>&nbsp;- Como é o ECG?<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Taquicardia&nbsp;<br>Onda P ausente<br>RR regular</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Sequência de análise de um ECG<div><br /></div><div><span class=""cloze"" data-cloze=""Frequ&#xEA;ncia&lt;br&#x20;&#x2F;&gt;Ritmo&lt;br&#x20;&#x2F;&gt;Eixo&lt;br&#x20;&#x2F;&gt;I&lt;br&#x20;&#x2F;&gt;O&lt;br&#x20;&#x2F;&gt;S"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Sequência de análise de um ECG<div><br /></div><div><span class=""cloze"" data-ordinal=""1"">Frequência<br />Ritmo<br />Eixo<br />I<br />O<br />S</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintfb017e25f610daa0').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintfb017e25f610daa0"" class=hint style=""display: none""><div>""SISTEMA"" <u>IOS</u> = Avaliar ondas e intervalos: P / PR / QRS / ST / ONDA T / INTERVALO QT.<br></div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""2"">QT curto</span> - Causas<div><br /></div><div><span class=""cloze"" data-cloze=""HiperK&lt;br&#x20;&#x2F;&gt;HiperCa&lt;br&#x20;&#x2F;&gt;Digit&#xE1;licos"" data-ordinal=""1"">[3]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""2"">QT curto</span> - Causas<div><br /></div><div><span class=""cloze"" data-ordinal=""1"">HiperK<br />HiperCa<br />Digitálicos</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint7c64a45fc6be92ad').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint7c64a45fc6be92ad"" class=hint style=""display: none""><div>QT Curto = ↑Calemia ↑Calcemia.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""QT&#x20;curto"" data-ordinal=""2"">[ECG]</span> - Causas<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""1"">HiperK<br />HiperCa<br />Digitálicos</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""2"">QT curto</span> - Causas<div><br /></div><div><span class=""cloze-inactive"" data-ordinal=""1"">HiperK<br />HiperCa<br />Digitálicos</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint7c64a45fc6be92ad').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint7c64a45fc6be92ad"" class=hint style=""display: none""><div>QT Curto = ↑Calemia ↑Calcemia.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Taquicardias de escape e suas causas<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Ritmo idiojuncional <i>acelerado</i></span>&nbsp;- <span class=""cloze"" data-cloze=""Intoxica&#xE7;&#xE3;o&#x20;digit&#xE1;lica"" data-ordinal=""2"">[Causa]</span></div><div><div><span class=""cloze-inactive"" data-ordinal=""1"">Ritmo idioventricular <i>acelerado</i></span><i>&nbsp;-</i> <span class=""cloze"" data-cloze=""Fase&#x20;aguda&#x20;do&#x20;IAM"" data-ordinal=""2"">[Causa]</span></div></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Taquicardias de escape e suas causas<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Ritmo idiojuncional <i>acelerado</i></span>&nbsp;- <span class=""cloze"" data-ordinal=""2"">Intoxicação digitálica</span></div><div><div><span class=""cloze-inactive"" data-ordinal=""1"">Ritmo idioventricular <i>acelerado</i></span><i>&nbsp;-</i> <span class=""cloze"" data-ordinal=""2"">Fase aguda do IAM</span></div></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Padrão S1Q3T3 no ECG:<div><br /></div><div><span class=""cloze"" data-cloze=""Onda&#x20;S&#x20;presente&#x20;em&#x20;D1&lt;br&#x20;&#x2F;&gt;Onda&#x20;Q&#x20;presente&#x20;em&#x20;D3&lt;br&#x20;&#x2F;&gt;Onda&#x20;T&#x20;invertida&#x20;em&#x20;D3"" data-ordinal=""1"">[Como é]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Padrão S1Q3T3 no ECG:<div><br /></div><div><span class=""cloze"" data-ordinal=""1"">Onda S presente em D1<br />Onda Q presente em D3<br />Onda T invertida em D3</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint9174ab19906ee292').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint9174ab19906ee292"" class=hint style=""display: none""><div><img src=""S1Q3T3-Pulmonary-Embolism-ECG-EKG-Classic-Pattern.jpg""></div> </div>
</div></div>

</div><br>

<div class=direito>"
